id,SalePrice
1776,216457.46507312008
540,179468.63833279998
1717,239968.80627726385
2303,116349.83351776937
116,199209.2926134031
127,120575.85413967678
1371,116229.78850016886
1014,172842.11609030011
1507,92964.72599925705
702,142009.82122940666
750,155213.05526383032
261,152169.68873075987
1559,76848.09107717304
577,220864.06751327572
2812,200044.2179029444
2080,152648.10042663923
1368,98303.47831762725
2376,111600.15475282038
659,96977.35884687882
1235,125309.85065382806
332,73126.10727847216
1917,128845.55040540152
2094,232185.1511547721
1460,259015.4628645747
1471,192797.0063911994
1509,108167.79183138456
1922,133665.7140125439
433,443203.35119242815
460,322479.4406430883
1116,246990.1919914337
1137,163808.3543170968
53,176542.8725033228
2354,250320.6519775958
1475,195623.8772154304
1761,484237.9341157291
842,140097.6658937966
2739,171527.76457411636
2509,181509.77727245865
1007,198340.18943466785
2610,160132.07820640577
1952,116628.83050552048
2719,184816.8163452812
2921,85008.51047864111
1966,141294.12259922875
292,125782.54202834266
1204,211965.9252866393
1829,253791.7612166449
2419,197253.39214123265
391,170842.89222419195
798,121543.03431400225
481,193421.95177239136
193,199071.92720057236
555,120673.82571586197
899,82608.26458692826
2357,193706.0609683809
328,108681.68263294845
1356,124595.6968478612
1154,101366.32843113928
1730,180815.80845673816
2249,142644.56074455884
1119,271213.0145793973
2856,132172.2350346701
1394,131354.2257063239
2587,120807.91611442738
61,314446.5902510247
2661,193753.655171082
2711,129190.1333288224
1147,180997.76299851955
757,130559.80708115578
2623,88697.23459157175
2378,156723.63058345526
1413,147787.8650639144
1722,254021.69612559667
1112,206375.1056071942
1623,187817.068943125
1201,192621.2065623875
1513,125474.7392758718
957,254816.21175761227
1171,297269.52515662444
1145,203736.8414104632
2726,228152.1057500711
703,136514.57545183945
760,73774.0171753992
1964,133677.33030102064
2512,204579.0842497204
159,132036.98649317364
1281,176806.82295978608
468,168889.70943021198
290,127258.56087952077
665,96275.94959218887
1463,249973.8365944661
1792,220923.0609606981
923,138752.62567988125
500,296539.9251847021
1408,150048.27245000744
331,60650.62790716789
170,128604.42064792658
2192,87646.65993728205
2571,268566.8957586323
2314,164906.41141118357
2647,86505.23013077569
422,409578.79917610215
2457,342712.049726094
1838,213607.20469011628
2805,245377.04613972397
1645,172902.94624404612
1711,336516.6595134253
2825,205326.08444991865
322,322158.06159707217
2103,255619.0125214453
342,125679.71955304396
600,104646.4043879294
488,184501.45816087205
1725,358451.22159124725
2246,259913.1394559618
2847,141977.4640485001
806,227618.92187402
530,224295.90996170416
963,195705.4702382076
2678,102583.18610940312
171,84990.53098283346
2401,414569.28448155103
805,216299.170567028
2259,242428.17594722196
1748,183730.65955073253
1361,127243.81167250144
1677,121556.97898390362
1406,140154.31021167184
2322,220042.44728174707
688,169040.58893529107
143,136050.56928933365
804,205393.40645176647
1214,171810.25555853956
2828,153319.3692303263
1999,183141.47872604293
2467,219434.8021000799
2665,171543.9231581118
1538,317723.4445872235
398,109362.00155022986
2822,130491.35802249238
2157,146196.47669802833
1856,182856.42068598463
1269,99999.2946626296
2570,114242.38437241364
2320,229030.6444355849
1517,144112.48910027614
2304,96989.89933169984
1312,99081.49281888122
2012,141846.2885702017
506,240719.4084628708
2865,199410.2726254856
2367,113266.97491389576
554,128697.27813227026
238,137094.87447250346
1954,108094.411401178
2488,148061.43941980632
2291,81998.84958056084
1969,90279.6926662176
2725,158195.9218180244
1482,145759.1735509936
2763,205886.52480260364
503,270299.0726148499
1584,232739.71944344492
1531,161249.12099674778
2210,189590.94947606736
459,367732.3354672275
556,118284.2750538477
1347,147800.13567093175
1290,76516.85283876755
1388,97903.9830740386
1571,204434.44224934836
2754,207902.9257765207
765,145780.41351468096
2494,119908.75146930266
2870,195988.39662309343
7,257511.9541939786
1114,228472.39923089708
2418,261656.28348894368
291,137412.42574022384
18,373540.0740682314
39,380278.1866805118
1001,272562.489099206
2442,219819.67065283575
616,125477.42020777834
2680,63385.12670795368
1414,133643.05080630953
289,141089.24520404742
40,288165.3198124318
860,127480.99762451358
409,134578.38579458307
673,147951.03209754537
2427,188516.6396265704
2036,177754.70040664685
2564,135321.2740486827
642,188235.77219558283
1008,187746.69223826492
1908,160721.6538301784
2519,197669.62376125235
1369,82851.12342684032
2855,178959.364042439
712,82284.8756597518
1943,111759.7367852171
1958,131704.26306836668
107,171221.81718747655
2295,181756.5399090363
704,93574.20164847384
676,112312.1389218599
259,179922.81003005352
93,300985.25238951936
106,240150.18207126093
2315,178271.07085301966
1050,103322.05572131548
1095,192879.8639864112
2709,135871.01826216612
758,163016.04923030507
1496,155109.17483064433
2370,129783.53614919096
2458,262758.7369267043
2733,129600.23325801328
161,254724.335020102
726,146777.4647211706
845,206660.7214561744
947,244073.96957064213
2232,120066.17779646911
2563,145051.07183352014
2299,147758.32553651056
211,135039.62669014666
605,188360.52813826897
1478,200133.34468235527
2247,249564.38503729124
2274,210697.5047810005
2869,193900.61945589705
967,219140.85301804548
2656,107842.44069496036
667,234707.8619128011
1042,115132.09709084033
2023,155268.108021833
2447,398678.8250645473
2055,123531.01403823812
2275,270329.8434211506
2204,168763.0793100106
1563,242929.78953453267
483,231757.4349862003
796,130977.00145365522
1526,162587.96173533305
2042,161618.17615112383
442,357632.4182516701
1693,349740.55612188275
1468,210844.46152048145
1430,201276.87643036983
2605,163161.70204469995
1529,192639.8758242612
335,134705.61006268882
1287,120794.8506920791
31,105988.01656668364
1785,296070.3586103541
82,173774.6915108939
2620,132107.97398285737
252,191761.1189877995
721,60476.84184972799
2165,183271.80943393972
2316,176617.70648429645
775,119966.68624063002
1558,101223.03469693792
17,217078.3580198705
1022,227927.9092670133
925,132118.87381428323
438,287265.14543819334
1270,145333.3163525424
1272,119759.05346425476
215,148564.7136511099
266,219838.76045333897
2402,327828.5520584444
1250,131792.76499610097
1984,112087.23780364904
1279,140532.38148601248
377,238513.25769516983
1252,143946.58053640416
2156,251876.35271916105
499,323280.32317346806
1374,120060.33089679504
2898,246705.9774247577
401,101059.3916637191
2721,171615.73459200092
2078,244398.8085446249
2589,129761.6749224172
1946,247709.65111274272
1334,128392.02099815302
2781,216373.8136501964
431,411565.4159345626
576,197153.13264284952
1474,211045.83188326773
2254,155109.1757770934
2155,262813.25164384284
885,118008.49684440363
643,136953.75706514585
1944,134976.07679516345
480,191008.0008676786
2845,103169.14388576592
2387,323023.5330417876
2407,243826.22333498392
2527,183856.2474470616
2514,178097.65283357614
629,170003.4249426132
80,211778.91635119624
1876,134896.66032129136
1546,118291.92081856492
2518,183190.6039703913
2347,161773.59129973745
783,234912.13469841995
1322,74804.24973560096
194,90233.93220285456
1770,301213.4780935973
2143,176137.30647581123
1229,191239.43020061223
511,262390.5462209553
46,252559.02645498197
1348,164777.44192130934
2465,215186.09887518935
387,232153.88794319105
873,204287.8715966681
1918,120017.2567731028
2764,228431.8996307416
2184,119239.9683761381
934,142045.52288573
1920,121745.16433473502
2631,144793.5149783126
1768,503141.6854001311
2040,110521.99516712262
1749,202596.09753176625
834,223764.2022307024
1457,229126.797360085
79,129248.8970514612
2302,108047.2236312586
1817,132847.58630785116
2755,235099.73339109105
359,174190.58327305914
2059,104158.1099008527
2092,234685.0722785515
2516,231441.0551219226
150,119910.51047540504
1656,164218.57799248624
83,125539.04397809495
2411,181037.8823111701
795,75442.5767561217
2312,225076.29833346183
2917,112051.744031882
1624,182702.35938561225
2215,269509.8555989967
1211,142790.73726675057
1485,140158.14172156196
1024,182850.9894280786
570,195183.566136784
2874,131774.3517711953
700,158026.55893694752
2756,217084.7151333136
2022,173729.50461573128
583,225563.3045170183
2392,374524.8945367178
2424,190144.51745894924
212,117711.17782398264
736,123282.78914097937
1610,187331.0194844821
890,122783.4741281966
467,167615.76226781707
578,252595.155438184
1747,179322.2511094899
1149,164520.14619948957
2758,223128.22763209385
857,139969.02528664557
2219,253604.40606188407
733,116235.19359859396
2909,101594.6089595376
1798,256275.28294540496
235,135094.07780279598
2366,119546.1203442466
1027,141824.35689535778
1195,137276.48137045995
1303,46785.45702155135
148,182335.64423037044
608,150901.18758873065
2515,197361.290182161
821,290087.83828019374
2500,289155.79973957164
745,107904.35457007236
741,145056.6989935952
1611,129802.2004777785
2532,120101.62711820478
1081,211960.9754005106
1692,418684.82429015
2520,186249.4312543447
276,118812.03165955652
1992,104986.42744062736
663,51404.74056730834
418,139839.91658723573
1733,193694.84958777032
2359,159925.38329698035
253,188582.3202598924
1518,152015.23555658144
2035,133901.80227145957
2919,73126.10727847216
1540,224869.0041437898
2120,148386.33358872932
1674,161388.6407697993
256,163108.93002805038
2361,81444.73491282032
978,72533.03110733684
2280,154620.6775655621
2095,215864.9403646648
1709,314165.21281261585
2801,224788.07459660675
1246,108168.8919434367
2373,110466.65516197932
1055,300846.4855277953
2017,125529.37897814364
1099,300301.99731391045
1344,80252.67804844031
835,206464.169017104
1117,263193.12047811644
2043,73121.32934537786
2085,121971.59981994488
410,157611.52063147488
2650,111415.95434102583
2867,169851.34333950953
1668,106358.08928557942
1161,190538.6875707616
2122,175654.59154576686
2539,138583.20846328925
1047,137938.78202347137
1445,127866.0507937502
541,127818.25410482843
569,233337.4163159907
1276,122191.99253754682
918,148027.79243088374
326,161742.38381061205
1936,125861.79954585148
895,92592.86892574128
257,139431.64887395164
1241,170971.05042620565
1545,110217.94215642648
1189,189502.50001867785
270,146177.4635177225
2066,200498.8300886686
693,106124.8730534356
1259,163244.86814535953
2916,150438.53496390727
2321,269721.29516391846
1977,104705.66601946313
1895,153740.4507045425
1240,151716.58322767096
85,136401.0754721029
1823,130150.96468519582
825,251221.38336570733
110,219458.28160763328
697,122256.55790566966
2297,104106.4453484838
1231,134673.92926459975
1355,130396.37560071546
968,332126.1427448025
584,220208.13869502692
1315,116457.77591793404
1606,152824.13987662672
206,102381.54783165336
1685,367712.9565943341
2016,120657.70469656074
869,208493.31831331144
2135,121361.30446805814
2346,186137.65667185787
2430,223483.11434068985
2198,106044.73130894202
2652,112791.15046731354
27,108571.10075700333
241,152391.26998417178
906,123848.8771589605
1506,150960.73267229972
2098,312013.8573865924
1435,204904.3152412852
2213,128334.63249902445
1274,146659.61671811622
743,52496.02399917776
1737,198039.713563594
2797,252315.3635673973
2185,87701.63665913245
58,175054.49277696505
830,198104.7965374732
808,142328.7344015909
680,157489.9879535618
1153,113766.92722975647
1291,141155.16774012335
1818,177684.21590084356
2161,200751.9379836442
1883,125978.51354534108
350,320652.8383098313
2473,154569.08946147343
295,193175.7494752372
293,185213.57240902504
859,124692.21841304503
288,91748.7542215782
1578,156068.41406101594
102,207747.737518846
2831,160002.93672499928
1030,178823.30633300546
2551,133650.02832246624
1286,144569.0435855075
958,315099.8800378088
776,118099.72813182556
72,199988.8439028128
2263,250823.37799671135
1866,154572.63828899665
2876,64361.01437036845
2146,248002.41437230937
103,198361.6178132568
1500,141242.69927739343
492,178330.91535347805
167,134868.5092522908
2597,88259.67393272443
2685,112801.12849063153
1035,149105.48252446248
1220,64104.18009482087
2602,138672.93601525493
2159,201614.0866207131
695,157297.6784220371
1109,274741.69903151353
640,182110.4881686641
1652,168884.96947581143
2090,181302.2092614968
1188,194923.27778334156
2345,229453.23594726183
1059,396957.49577255663
2751,238663.49508068664
128,200203.4585217602
1523,199744.75811018044
2925,150921.97020634747
2145,271520.34448123886
1121,232970.65565599108
566,268266.71499190107
565,265391.5173015508
1331,141589.22312172718
2928,113323.03975649751
156,145590.07666701806
797,152651.76149376057
327,85008.51047864111
2859,161316.04385568682
1453,112069.69852772432
1762,335115.05481622927
1868,196787.56545617248
1760,178031.84622916687
1113,242091.308302331
1812,183220.16720215735
117,174001.92744419546
1142,203291.03661736008
2342,374200.30915502587
927,140784.06356253193
2478,192050.42161688345
655,69846.34278868035
2064,113731.64332676432
369,246330.4555530108
2239,111624.98240593544
2732,209298.9203393502
1653,163551.0538481969
959,223154.9052864834
2395,365571.6661529833
1412,98057.51087019312
271,237091.4553450015
1484,146861.93800873338
1497,131095.37646368775
552,167170.73445850212
2,119166.63145032496
1855,280014.5588571726
4,276339.37457391224
2292,153601.0403497047
134,127122.63135225672
646,113411.4540714971
42,345450.7339626077
532,222672.8443335352
713,115090.81885520845
2561,130542.6741206614
2360,123718.81870534336
1333,121646.05842213889
1407,210210.7728384428
2892,257586.54627508632
574,241395.2663005981
1227,163800.17884237194
2591,215405.38198951687
1476,208017.5167025536
1125,257540.48784149167
1446,138557.7393731183
408,117380.8746766329
1101,301312.5492120419
2251,169536.4414117619
373,196489.6712556537
2554,110052.85215967476
2382,280346.21359232534
1985,68826.33146784347
519,237959.98483121817
1093,196693.26459249752
864,241102.13279031435
2889,150785.0714502451
2308,191049.71721456252
986,149158.98500130707
1302,132255.83209089478
585,168859.16540054703
2708,148114.70376209327
147,123923.988812186
1441,209815.88487833596
383,180835.7549673172
285,154701.97925739555
181,106064.36974419226
358,168519.21444176987
780,201910.37853198705
258,195413.61353944
1865,230939.6297707818
692,123485.333627045
2902,291315.30238931393
508,257940.9340973164
2638,134875.61970255795
36,156008.38233638377
611,167828.40825127266
2281,132306.6435608067
1678,161628.81939983187
1696,419002.1674144571
1557,71954.3944858149
2180,153312.71224996558
1726,262646.479809679
951,139192.26430311022
267,216177.63816076165
2706,131486.36887493177
2221,216327.6409989469
Unknown,41665.49336189026
2901,283428.0448337016
347,183868.8824947072
2164,191925.85857350132
1586,278732.6019865788
360,161163.6948055278
1769,257508.4178496433
2617,159801.88716739957
1879,171783.0976845753
991,201237.1412414056
1535,129616.07670714831
1191,167566.40227657036
1579,221048.1664605252
1882,121304.8005909255
1510,130234.44407689136
2196,180508.6959628364
1845,187162.61315475104
2336,397187.16662416526
942,89466.41899847853
861,134894.34520403564
2555,116895.21376687608
1392,142156.07927163667
2099,255619.0125214453
1543,118042.82627940156
948,230251.37392562325
1239,155690.53757999433
22,186868.66870907272
2796,235956.6251162684
2747,175578.4523455258
92,308837.6396713951
210,179835.73928373368
1858,201069.0841316227
2228,173120.51573423285
447,260904.1056823089
827,230620.34520050965
1649,221653.667377914
682,122063.35519706472
2698,116037.44294484273
494,175412.11690050078
214,118309.84280541244
2441,246399.7095995132
2679,112893.45723755512
1336,124704.61860058876
465,185125.4361252575
1524,148548.2647979282
2543,122027.60944587013
631,129458.11086295918
2452,316294.7674678826
228,155322.30756215888
126,171591.93875047233
1092,253365.60386169425
1122,213911.68544038275
932,215125.4935546849
1980,83141.13781199443
2171,110634.08542229356
551,166373.8623194576
2768,191200.6221783344
2056,106863.65765584444
1159,352887.8717445153
2645,134487.35768092447
1174,200833.9539910529
2266,211027.22665131392
2462,381128.0724298068
1219,123729.66811795304
2922,193510.54544176336
118,149927.071042082
474,175055.33646826228
2576,157002.71368880314
872,246957.7225994281
1077,252021.08206028063
1536,153343.6039478059
1150,123427.48799528778
2341,308216.1325992135
1931,178615.2730349731
2785,129473.7522623988
2538,119884.67868095398
597,223855.00776894097
464,224659.68395283775
233,213479.61642805228
2169,120656.6946377842
2123,182671.7006555952
1867,181987.05319753848
137,237092.4446195813
515,238098.2343608442
933,117685.20215586582
2784,184294.4129355614
972,172032.60155341428
599,170513.6672699632
2614,127683.76464794474
2582,125702.95581092055
1409,160956.70071691606
175,105601.97839702078
352,259118.4074225696
976,86170.17657811729
2134,197478.54558758103
984,106229.79772414
2396,354754.55730443494
1673,139544.01936976265
404,121675.5965385027
607,159722.57370390024
814,176505.83279508777
868,199151.96795985283
2271,195882.5062734768
1633,257760.31795759
337,224451.14959403977
2765,197702.12060018664
1746,213575.78573702485
368,328015.47600901016
2806,202501.67440070436
1662,198144.2085786781
1234,188488.67964984936
1373,119404.8143851176
1672,99342.79587074758
1939,117133.35316787206
